18579,5060,1011968,1.00,8.500000,8.50,8.500000
43525,15672,1002793,2.00,5.800000,5.80,11.600000
113908,27916,1013990,1.00,13.800000,7.98,3.990000
33635,11119,1001689,1.00,13.300000,13.30,13.300000
43010,15395,1010282,6.00,11.000000,11.00,26.400000
234923,48297,1022380,1.00,31.200000,31.20,15.600000
82223,23339,1017752,1.00,12.800000,0.00,0.000000
233508,47888,1014040,1.00,6.500000,2.80,2.800000
51552,18896,1011670,1.00,7.800000,7.80,7.800000
159852,35596,1020518,2.00,3.900000,3.90,7.800000
87192,24031,1013462,1.00,19.800000,19.80,29.700000
106185,26770,1011153,1.00,9.800000,8.60,8.600000
218688,45005,1022004,1.00,18.800000,18.80,18.800000
146240,33249,1014121,1.00,34.800000,19.60,25.480000
109005,27193,1011601,1.00,19.800000,19.80,9.900000
248356,51300,1021321,1.00,230.000000,230.00,230.000000
5496,1430,1003317,1.00,7.300000,7.30,7.300000
64381,20724,1001830,1.00,2.350000,2.35,2.350000
150620,34072,1012360,1.00,28.000000,23.60,8.260000
167066,36615,1010653,23.00,3.000000,3.00,69.000000
62052,20356,1016720,2.00,6.200000,5.89,11.780000
61993,20338,1014122,1.00,19.600000,19.60,9.800000
126569,29903,1019646,1.00,36.800000,19.90,19.900000
247103,50987,1020884,1.00,4.200000,3.99,3.990000
158587,35419,1019628,1.00,48.000000,42.00,42.000000
223281,45824,1018080,9.00,6.800000,6.80,61.200000
57992,19734,1012511,1.00,3.600000,3.60,3.600000
117910,28522,1014127,2.00,44.900000,31.20,31.200000
88477,24240,1011759,1.00,15.000000,13.60,13.600000
177524,38160,1019203,1.00,140.000000,138.00,138.000000
107445,26961,1016342,1.00,20.000000,19.43,6.800000
171950,37366,1010285,1.00,35.000000,28.71,11.480000
83634,23518,1012680,1.00,28.280000,26.87,13.430000
165662,36400,1015101,1.00,16.800000,16.80,16.800000
78261,22807,1011601,1.00,19.800000,18.81,9.410000
89630,24388,1012366,1.00,26.000000,19.80,9.900000
135936,31403,1012367,1.00,29.800000,18.81,9.410000
28818,8868,1002026,5.00,1.980000,1.98,9.900000
120552,28936,1014124,1.00,38.000000,25.00,8.750000
25480,7653,1010480,1.00,11.900000,11.54,11.540000
4907,1295,1003151,1.00,2.300000,2.30,2.300000
71651,21766,1014122,2.00,19.600000,19.60,19.600000
113072,27792,1010278,1.00,26.000000,25.60,12.800000
39425,13932,1001732,1.00,42.000000,40.74,40.740000
37640,13336,1012184,1.00,5.000000,4.50,4.500000
95122,25232,1015640,1.00,98.000000,88.00,88.000000
64185,20694,1004159,6.00,48.000000,48.00,288.000000
111362,27523,1017950,20.00,30.000000,20.00,400.000000
29918,9292,1001369,1.00,14.500000,14.50,14.500000
118264,28579,1010061,1.00,15.000000,9.41,9.410000
55309,19411,1016620,1.00,83.800000,83.80,83.800000
34183,11514,1001917,1.00,5.200000,5.20,5.200000
79703,22993,1012146,1.00,5.000000,5.00,5.000000
122834,29281,1010170,1.00,98.000000,74.10,74.100000
181841,38762,1001689,1.00,18.800000,13.90,13.900000
158396,35386,1013861,1.00,12.800000,12.16,12.160000
120975,28996,1017953,1.00,46.000000,42.00,42.000000
247398,51080,1021921,2.00,33.600000,33.60,16.800000
235963,48545,1019500,1.00,14.000000,14.00,14.000000
87313,24064,1011439,1.00,145.000000,120.00,120.000000
3558,1003,1010269,1.50,3.200000,3.20,2.400000
157519,35276,1015522,1.00,96.000000,96.00,96.000000
160523,35669,1003044,1.00,79.000000,69.90,69.900000
197143,41350,1014200,1.00,19.000000,19.00,19.000000
147234,33446,1020841,2.00,0.000000,49.90,99.800000
135876,31391,1011153,10.00,9.800000,5.90,59.000000
90886,24578,1003227,1.00,4.500000,3.50,3.500000
181053,38630,1012360,1.00,28.000000,9.98,4.990000
216378,44584,1013662,1.00,29.800000,29.80,14.900000
18686,5102,1000620,1.00,9.000000,3.50,3.500000
75823,22424,1017084,1.00,66.000000,66.00,66.000000
13723,3442,1011728,1.00,11.400000,8.80,8.800000
150962,34132,1014122,1.00,32.000000,17.60,12.320000
115573,28158,1000747,2.00,35.000000,32.90,65.800000
113007,27780,1013990,1.00,13.800000,7.98,3.990000
135393,31297,1018970,1.00,36.000000,29.80,29.800000
196495,41226,1016580,1.00,25.600000,24.32,12.160000
74134,22128,1016410,1.00,32.800000,32.80,32.800000
206745,42916,1013120,1.00,25.600000,25.60,8.960000
122820,29280,1018406,1.00,24.000000,24.00,24.000000
50224,18638,1015123,1.00,76.000000,76.00,76.000000
87309,24063,1017780,5.00,58.000000,25.80,129.000000
198895,41635,1020242,1.00,39.600000,37.62,15.050000
181081,38633,1015580,2.00,32.000000,21.80,43.600000
54633,19345,1016773,2.00,60.000000,60.00,120.000000
147370,33482,1019502,4.00,16.800000,16.80,67.200000
132622,30854,1012360,1.00,20.000000,19.43,6.800000
108597,27126,1010153,2.00,15.800000,15.00,18.000000
113590,27875,1016228,1.00,4440.000000,4440.00,4440.000000
2780,825,1000534,3.00,4.200000,2.98,8.940000
160199,35622,1000744,1.00,25.000000,24.00,24.000000
232439,47604,1014125,1.00,39.600000,39.60,9.900000
124318,29522,1016770,1.00,46.000000,44.60,44.600000
66287,20974,1010097,2.00,12.800000,12.80,25.600000
95633,25299,1013460,2.00,33.700000,19.20,19.200000
64095,20674,1001676,1.00,4.600000,4.60,4.600000
227955,46670,1021133,2.00,8.800000,8.80,17.600000
725,414,1010284,3.00,5.960000,5.78,5.200000
40337,14274,1003146,1.00,5.200000,5.04,5.040000
197897,41476,1017166,2.00,26.800000,26.80,53.600000
36018,12418,1010922,1.00,8.800000,8.80,8.800000
207161,42992,1014340,7.00,21.200000,10.60,37.100000
86642,23973,1010362,1.00,109.000000,87.40,87.400000
206489,42886,1012642,2.00,5.900000,5.90,11.800000
110166,27348,1011601,1.00,19.800000,19.80,9.900000
64240,20702,1015081,1.00,38.500000,36.58,36.580000
82971,23438,1015641,3.00,32.900000,32.90,98.700000
126871,29954,1001649,1.00,19.000000,16.00,16.000000
130080,30464,1012360,1.00,20.000000,19.43,6.800000
17976,4820,1011982,1.00,8.500000,8.50,8.500000
189503,39986,1011348,1.00,10.800000,10.80,10.800000
134336,31148,1015560,1.00,89.000000,58.00,58.000000
110262,27361,1000369,1.00,56.000000,56.00,56.000000
193426,40689,1012441,1.00,23.600000,22.42,11.210000
150721,34093,1020784,1.00,68.000000,0.00,0.000000
90436,24516,1014580,1.00,7.500000,7.50,7.500000
243707,50262,1010199,1.00,23.900000,23.90,23.900000
232236,47554,1019471,1.00,6.800000,6.80,6.800000
8053,2084,1010982,1.00,36.800000,36.80,36.800000
174296,37738,1015942,1.00,28.500000,28.50,28.500000
136530,31489,1020148,6.00,10.000000,3.80,22.800000
170031,37060,1021406,1.00,257.000000,227.00,227.000000
184331,39137,1010028,1.00,31.800000,18.81,6.580000
98247,25691,1001733,1.00,96.000000,92.00,92.000000
233405,47859,1022940,1.00,72.000000,72.00,72.000000
151043,34141,1020303,1.00,698.000000,658.00,658.000000
55896,19477,1010459,1.00,4.600000,4.60,4.600000
216292,44564,1013581,2.00,19.800000,7.90,5.540000
152140,34368,1014126,1.00,29.700000,18.81,9.410000
90006,24457,1010693,1.00,14.800000,14.80,14.800000
13421,3357,1001341,5.00,5.400000,5.29,26.450000
130491,30524,1010428,2.00,15.000000,15.60,31.200000
23969,7016,1003371,1.00,7.700000,7.47,7.470000
141845,32363,1019521,1.00,30.000000,15.80,15.800000
4815,1272,1010678,1.00,11.400000,11.40,11.400000
12508,3071,1010283,2.00,3.160000,3.16,3.160000
242461,49938,1018762,1.00,19.600000,19.60,19.600000
132160,30778,1014122,1.00,32.000000,17.60,13.200000
240975,49569,1021033,1.00,159.900000,128.00,128.000000
50171,18627,1012669,1.00,14.000000,14.00,7.000000
142863,32581,1001710,1.00,21.800000,16.60,16.600000
216837,44673,1010067,2.00,6.900000,6.90,13.800000
108390,27089,1011601,1.00,19.800000,19.21,9.600000
91048,24592,1015640,1.00,98.000000,95.00,95.000000
177861,38196,1021757,2.00,118.000000,110.00,220.000000
175539,37904,1014740,1.00,25.140000,25.14,8.800000
186307,39417,1012642,4.00,5.900000,5.90,23.600000
226085,46338,1014040,1.00,6.500000,2.80,2.800000
177897,38198,1013662,2.00,29.800000,28.31,28.320000
186916,39492,1010125,1.00,11.200000,9.80,4.900000
241000,49580,1001688,1.00,13.900000,13.90,13.900000
30775,9616,1003229,1.00,3.500000,2.50,2.500000
42910,15322,1011757,2.00,20.000000,19.00,38.000000
131288,30661,1018970,1.00,36.000000,29.80,29.800000
